Ino,State,flag,transaction,time elapsed,culmulative time elapsed
131274,5,1,779423.226812159,1.283e-06,0.018660042
131274,5,1,63415.56217895871,1.5769e-05,0.018675811
131274,5,4,3051.990660908578,0.000327655,0.019003466
131274,5,4,2912.4375646197086,0.000343355,0.019346821
131274,5,4,3449.5367272175345,0.000289894,0.019636715
131274,5,4,3366.006031882809,0.000297088,0.019933803
131274,5,4,3520.0979995283064,0.000284083,0.020217886
131274,5,4,3091.5054704189297,0.000323467,0.020541353000000002
131274,5,4,2793.6628551793115,0.000357953,0.020899306000000003
131274,5,4,3217.886299205504,0.000310763,0.021210069
131274,5,4,3594.2391534847943,0.000278223,0.021488292000000003
131274,5,4,3627.959961833861,0.000275637,0.021763929
131274,5,4,3312.168576131851,0.000301917,0.022065846
131274,5,4,3135.6907456359027,0.000318909,0.022384755
131274,5,1,92165.89861751153,1.085e-05,0.022395605
131274,5,1,798722.0447284345,1.252e-06,0.022396857
131274,5,1,96061.47934678194,1.041e-05,0.022407266999999998
131274,5,4,3622.689629688666,0.000276038,0.022683304999999997
131274,5,4,3620.328870674612,0.000276218,0.022959523
131274,5,4,3168.1361538193464,0.000315643,0.023275166
131274,5,4,3215.4961188961847,0.000310994,0.02358616
131275,0,1,46444.661186196645,2.1531e-05,0.023607691
131275,0,1,1189060.6420927467,8.41e-07,0.023608532
131275,0,1,160205.06247997438,6.242e-06,0.023614774
131275,1,4,21548.473290667356,4.6407e-05,0.023661181
131275,5,4,82351.9723297373,1.2143e-05,0.023673324
131275,5,4,144864.55164421265,6.903e-06,0.023680226999999998
131275,5,4,138831.04262113007,7.203e-06,0.02368743
131275,5,4,87397.30816290858,1.1442e-05,0.023698872
136217,0,7,824.3092082757347,0.001213137,0.024912009
136217,0,7,428265.52462526766,2.335e-06,0.024914343999999998
136217,0,7,291885.5808523059,3.426e-06,0.02491777
136217,7,4,25931.59245909291,3.8563e-05,0.024956332999999997
8388610,4,4,894.1360767812531,0.001118398,0.026074730999999997
8388610,4,4,234852.04321277596,4.258e-06,0.026078988999999997
8388610,4,4,447627.57385854964,2.234e-06,0.026081222999999997
8388610,4,4,284333.23855558713,3.517e-06,0.02608474
8388610,4,4,218435.998252512,4.578e-06,0.026089318
8388610,4,4,194174.7572815534,5.15e-06,0.026094468
8388610,4,4,693000.693000693,1.443e-06,0.026095911
8388610,4,4,402576.4895330113,2.484e-06,0.026098395
8388610,4,4,551267.9162072768,1.814e-06,0.026100209
8388610,4,4,612369.871402327,1.633e-06,0.026101842
131708,32,1,2758.6967916356316,0.00036249,0.026464332
131708,32,1,501504.5135406219,1.994e-06,0.026466326000000002
131708,32,1,419287.2117400419,2.385e-06,0.026468711000000002
8388610,4,4,1693.0786942977109,0.00059064,0.027059351000000002
8388610,4,4,185873.6059479554,5.38e-06,0.027064731
131708,0,7,2926.0299625468165,0.00034176,0.027406491
131708,0,7,623830.3181534623,1.603e-06,0.027408094
131708,0,7,357781.75313059037,2.795e-06,0.027410889
131708,7,4,12234.810482785622,8.1734e-05,0.027492623
136217,39,1,960.8649321773488,0.001040729,0.028533352
136217,39,1,968992.2480620155,1.032e-06,0.028534384000000003
136217,39,1,424628.4501061571,2.355e-06,0.028536739000000002
274088,0,1,345.75946758574145,0.002892184,0.031428923000000004
274088,0,1,470809.7928436912,2.124e-06,0.031431047000000004
274088,0,1,57527.469366622565,1.7383e-05,0.031448430000000006
274088,1,4,85455.47769612032,1.1702e-05,0.03146013200000001
274088,5,7,745156.4828614009,1.342e-06,0.03146147400000001
274088,5,7,1956947.1624266147,5.11e-07,0.03146198500000001
274088,5,7,310945.27363184077,3.216e-06,0.03146520100000001
274245,5,1,21048.643414931907,4.7509e-05,0.03151271000000001
274245,5,1,305250.3052503052,3.276e-06,0.03151598600000002
274245,5,1,62814.0703517588,1.592e-05,0.03153190600000002
274245,5,4,117702.4482109228,8.496e-06,0.031540402000000016
274245,5,4,21057.50805449683,4.7489e-05,0.031587891000000014
274245,5,4,63901.84676337147,1.5649e-05,0.03160354000000001
274245,5,4,50691.945049931564,1.9727e-05,0.03162326700000001
274245,5,4,117013.80762930027,8.546e-06,0.03163181300000001
274245,5,4,151217.29925903524,6.613e-06,0.03163842600000001
274245,5,4,140193.46698443854,7.133e-06,0.03164555900000001
274245,5,4,115393.49180706209,8.666e-06,0.03165422500000001
274245,5,4,120977.49818533752,8.266e-06,0.03166249100000001
274245,5,4,133262.26012793178,7.504e-06,0.031669995000000006
274245,5,4,132555.6733828208,7.544e-06,0.031677539000000005
274245,5,4,12108.736453351094,8.2585e-05,0.03176012400000001
274245,5,4,12429.926290537096,8.0451e-05,0.03184057500000001
60740,7,1,59.88112877364885,0.016699752,0.04854032700000001
60740,7,1,431965.44276457885,2.315e-06,0.04854264200000001
60740,7,1,1468428.7812041116,6.81e-07,0.04854332300000001
60740,7,1,97952.78675678323,1.0209e-05,0.04855353200000001
60740,7,1,2079002.0790020789,4.81e-07,0.04855401300000001
60740,7,1,2217294.9002217297,4.51e-07,0.048554464000000006
1162,1,1,3910.542431340651,0.000255719,0.04881018300000001
1162,1,1,631711.9393556538,1.583e-06,0.048811766000000006
1162,1,1,1246882.7930174563,8.02e-07,0.04881256800000001
1162,1,1,13361.838588989845,7.484e-05,0.04888740800000001
1162,1,1,1278772.378516624,7.82e-07,0.048888190000000005
1162,1,1,1960784.3137254904,5.1e-07,0.04888870000000001
274245,5,1,1818.8498321201605,0.000549798,0.049438498000000004
274245,5,1,733675.7153338225,1.363e-06,0.049439861
274245,5,1,82351.9723297373,1.2143e-05,0.049452004
274091,7,1,383877.1593090211,2.605e-06,0.049454609000000004
274091,7,1,482160.07714561233,2.074e-06,0.049456683
274245,5,4,915750.9157509157,1.092e-06,0.049457775
274091,7,1,110913.93078970718,9.016e-06,0.049466791
274091,7,7,241662.63895601738,4.138e-06,0.049470929000000004
274091,7,7,1956947.1624266147,5.11e-07,0.049471440000000005
274091,7,7,388349.5145631068,2.575e-06,0.049474015
274088,7,1,52.53955729538548,0.019033278,0.068507293
274088,7,1,263365.8151171978,3.797e-06,0.06851109
274088,7,1,43097.87527474895,2.3203e-05,0.068534293
274088,7,7,105285.32322594231,9.498e-06,0.06854379099999999
274088,7,7,1536098.3102918586,6.51e-07,0.068544442
274088,7,7,414078.67494824016,2.415e-06,0.068546857
274245,5,1,9716.001282512168,0.000102923,0.06864978000000001
274245,5,1,410846.34346754313,2.434e-06,0.068652214
274245,5,1,117150.89034676664,8.536e-06,0.06866075
274245,5,4,63734.86297004461,1.569e-05,0.06867644
274245,5,4,22180.818028568894,4.5084e-05,0.068721524
274245,5,4,21702.801831716475,4.6077e-05,0.06876760100000001
274245,5,4,28550.219836692744,3.5026e-05,0.068802627
274245,5,4,4010.941849365068,0.000249318,0.069051945
274245,5,4,90326.07713846987,1.1071e-05,0.069063016
274245,5,4,16891.606560699987,5.9201e-05,0.069122217
274245,5,4,80495.85446349514,1.2423e-05,0.06913464
274245,5,4,78901.68849613382,1.2674e-05,0.069147314
274245,5,4,9626.028781826059,0.000103885,0.069251199
274245,5,4,15924.074015096021,6.2798e-05,0.069313997
274245,5,4,16373.579591970396,6.1074e-05,0.069375071
274245,5,4,25520.620661494486,3.9184e-05,0.069414255
274245,5,4,121124.03100775194,8.256e-06,0.06942251099999999
274245,5,4,15155.418819999091,6.5983e-05,0.069488494
210,1,1,6.479845086602709,0.154324677,0.22381317099999998
210,1,1,570450.6560182545,1.753e-06,0.22381492399999997
210,1,1,1584786.053882726,6.31e-07,0.22381555499999997
210,1,1,93808.63039399625,1.066e-05,0.22382621499999997
210,1,1,2079002.0790020789,4.81e-07,0.22382669599999996
210,1,1,2320185.614849188,4.31e-07,0.22382712699999996
46136,7,1,26.140833689219,0.038254327,0.26208145399999994
46136,7,1,288517.02250432776,3.466e-06,0.26208491999999994
46136,7,1,1510574.0181268882,6.62e-07,0.26208558199999993
46136,7,1,11794.817357253221,8.4783e-05,0.2621703649999999
46136,7,1,693000.693000693,1.443e-06,0.2621718079999999
46136,7,1,1636661.2111292963,6.11e-07,0.2621724189999999
46136,7,1,1629.0306290338872,0.000613862,0.2627862809999999
46136,7,1,551267.9162072768,1.814e-06,0.2627880949999999
46136,7,1,1848428.8354898337,5.41e-07,0.2627886359999999
46136,7,1,2721.540174015279,0.000367439,0.26315607499999993
46136,7,1,804505.2292839903,1.243e-06,0.2631573179999999
46136,7,1,1367989.0560875514,7.31e-07,0.2631580489999999
46136,7,1,63.12367373216259,0.015841917,0.2789999659999999
46136,7,1,445632.79857397504,2.244e-06,0.27900220999999986
46136,7,1,1883239.1713747648,5.31e-07,0.2790027409999999
46136,7,1,12716.498385004705,7.8638e-05,0.2790813789999999
46136,7,1,426621.16040955635,2.344e-06,0.2790837229999999
46136,7,1,1692047.377326565,5.91e-07,0.2790843139999999
46136,7,1,290.4799833148298,0.003442578,0.28252689199999986
46136,7,1,494071.14624505927,2.024e-06,0.28252891599999985
46136,7,1,1264222.5031605563,7.91e-07,0.28252970699999985
46136,7,1,34947.92758789404,2.8614e-05,0.28255832099999983
46136,7,1,567214.9744753261,1.763e-06,0.2825600839999998
46136,7,1,1814882.0326678767,5.51e-07,0.28256063499999984
131268,7,1,43.11099827525829,0.023195937,0.30575657199999984
131268,7,1,477554.9188156638,2.094e-06,0.30575866599999985
131268,7,1,70791.44839303412,1.4126e-05,0.30577279199999985
60747,7,1,47.323028554573455,0.021131361,0.32690415299999986
60747,7,1,196463.65422396854,5.09e-06,0.32690924299999985
60747,7,1,580383.0528148578,1.723e-06,0.32691096599999986
60747,7,1,2631.8282784684866,0.000379964,0.32729092999999987
60747,7,1,383877.1593090211,2.605e-06,0.32729353499999986
60747,7,1,915750.9157509157,1.092e-06,0.32729462699999984
131274,5,1,75.85348444358814,0.01318331,0.34047793699999984
131274,5,1,293599.5302407516,3.406e-06,0.3404813429999998
131274,5,1,39249.54863019075,2.5478e-05,0.34050682099999985
60748,7,1,1241.3847895604506,0.000805552,0.34131237299999984
60748,7,1,253936.00812595224,3.938e-06,0.3413163109999998
60748,7,1,756429.65204236,1.322e-06,0.34131763299999984
786474,0,1,33.85488819897141,0.029537832,0.37085546499999983
786474,0,1,404040.404040404,2.475e-06,0.37085793999999983
786474,0,1,22526.07393057464,4.4393e-05,0.3709023329999998
274245,5,7,1130.189973632668,0.000884807,0.3717871399999998
274245,5,7,627746.3904582548,1.593e-06,0.3717887329999998
274245,5,7,391389.4324853229,2.555e-06,0.37179128799999983
274088,7,1,4134.042183766443,0.000241894,0.37203318199999985
274088,7,1,417710.9440267335,2.394e-06,0.37203557599999987
274088,7,1,111769.30814798258,8.947e-06,0.37204452299999985
274088,7,7,125078.17385866166,7.995e-06,0.37205251799999983
274088,7,7,2267573.6961451247,4.41e-07,0.37205295899999985
274088,7,7,386847.1953578337,2.585e-06,0.37205554399999985
274245,7,4,3593.6062557497703,0.000278272,0.3723338159999999
274088,7,7,3500.1505064717785,0.000285702,0.37261951799999987
274088,7,7,410846.34346754313,2.434e-06,0.37262195199999987
274088,7,7,76540.37504783773,1.3065e-05,0.37263501699999985
274245,7,4,1911.841179529534,0.000523056,0.37315807299999987
274245,7,4,25262.09422761147,3.9585e-05,0.3731976579999999
274245,7,4,13338.668800853675,7.497e-05,0.3732726279999999
274245,7,4,18147.502903600463,5.5104e-05,0.37332773199999986
274245,7,4,26809.65147453083,3.73e-05,0.3733650319999999
274245,7,4,16338.53443346132,6.1205e-05,0.3734262369999999
60748,7,1,5633.866297085037,0.000177498,0.3736037349999999
60748,7,1,249500.998003992,4.008e-06,0.3736077429999999
60748,7,1,1218026.796589525,8.21e-07,0.37360856399999987
274245,7,7,3.1799399921791918,0.314471343,0.6880799069999999
274245,7,7,369685.76709796675,2.705e-06,0.6880826119999999
274245,7,7,362844.702467344,2.756e-06,0.6880853679999999
34383,7,1,6.823623937420162,0.146549694,0.8346350619999998
34383,7,1,455788.5141294439,2.194e-06,0.8346372559999998
34383,7,1,1490312.9657228019,6.71e-07,0.8346379269999998
34383,7,1,12450.974288738093,8.0315e-05,0.8347182419999999
34383,7,1,611995.1040391678,1.634e-06,0.8347198759999999
34383,7,1,1297016.8612191959,7.71e-07,0.8347206469999998
39276,7,1,6557.549050466897,0.000152496,0.8348731429999998
39276,7,1,1008064.5161290322,9.92e-07,0.8348741349999999
39276,7,1,1692047.377326565,5.91e-07,0.8348747259999999
39276,7,1,16153.001227628092,6.1908e-05,0.834936634
39276,7,1,959692.8982725529,1.042e-06,0.8349376759999999
39276,7,1,2173913.0434782607,4.6e-07,0.8349381359999999
46136,7,1,915.011867703924,0.001092882,0.8360310179999999
46136,7,1,564015.7924421884,1.773e-06,0.8360327909999999
46136,7,1,2169197.3969631237,4.61e-07,0.8360332519999999
46136,7,1,22101.88971157034,4.5245e-05,0.8360784969999999
46136,7,1,745156.4828614009,1.342e-06,0.8360798389999999
46136,7,1,1956947.1624266147,5.11e-07,0.8360803499999999
39276,7,1,17.770768986489507,0.056272185,0.8923525349999999
39276,7,1,389863.5477582846,2.565e-06,0.8923550999999998
39276,7,1,1331557.9227696406,7.51e-07,0.8923558509999998
39276,7,1,14451.911265264831,6.9195e-05,0.8924250459999998
39276,7,1,527983.1045406547,1.894e-06,0.8924269399999998
39276,7,1,1692047.377326565,5.91e-07,0.8924275309999998
34383,7,1,35494.97746068931,2.8173e-05,0.8924557039999998
34383,7,1,1751313.4851138354,5.71e-07,0.8924562749999998
34383,7,1,1814882.0326678767,5.51e-07,0.8924568259999998
34383,7,1,311.86370059338304,0.003206529,0.8956633549999997
34383,7,1,271223.21670735016,3.687e-06,0.8956670419999997
34383,7,1,1996007.984031936,5.01e-07,0.8956675429999997
22973,7,1,11.945359631536304,0.083714516,0.9793820589999997
22973,7,1,260620.27625749283,3.837e-06,0.9793858959999997
22973,7,1,733675.7153338225,1.363e-06,0.9793872589999997
22973,7,1,8700.948403375967,0.00011493,0.9795021889999996
22973,7,1,573394.495412844,1.744e-06,0.9795039329999996
22973,7,1,2040816.3265306123,4.9e-07,0.9795044229999996
274088,7,1,24.93820686412174,0.040099114,1.0196035369999996
274088,7,1,531067.4455655868,1.883e-06,1.0196054199999995
274088,7,1,68975.03103876396,1.4498e-05,1.0196199179999996
274088,7,7,109206.07185759528,9.157e-06,1.0196290749999997
274088,7,7,2375296.912114014,4.21e-07,1.0196294959999996
274088,7,7,462107.20887245843,2.164e-06,1.0196316599999997
274245,7,1,16892.462583195378,5.9198e-05,1.0196908579999997
274245,7,1,434027.7777777778,2.304e-06,1.0196931619999996
274245,7,1,117841.15012962527,8.486e-06,1.0197016479999996
274245,7,4,145285.4859799506,6.883e-06,1.0197085309999996
274245,7,4,19176.190841451255,5.2148e-05,1.0197606789999996
274245,7,4,162548.7646293888,6.152e-06,1.0197668309999997
274245,7,4,156445.55694618274,6.392e-06,1.0197732229999996
274245,7,4,211461.1968703743,4.729e-06,1.0197779519999997
274245,7,4,183486.2385321101,5.45e-06,1.0197834019999996
274245,7,4,219394.47125932426,4.558e-06,1.0197879599999997
274245,7,4,184467.81036709095,5.421e-06,1.0197933809999997
274245,7,4,203293.35230737957,4.919e-06,1.0197982999999997
274245,7,4,206654.26741062204,4.839e-06,1.0198031389999997
274245,7,4,192678.2273603083,5.19e-06,1.0198083289999997
274245,7,4,182481.7518248175,5.48e-06,1.0198138089999997
274245,7,4,219346.34788330775,4.559e-06,1.0198183679999997
274245,7,4,190512.47856734614,5.249e-06,1.0198236169999997
274245,7,4,150308.13166992334,6.653e-06,1.0198302699999997
274245,7,4,144446.04940054892,6.923e-06,1.0198371929999996
274245,7,4,188679.24528301886,5.3e-06,1.0198424929999996
274245,7,4,218914.18563922943,4.568e-06,1.0198470609999997
46136,7,1,12.597423751258326,0.07938131,1.0992283709999997
46136,7,1,275027.502750275,3.636e-06,1.0992320069999997
46136,7,1,1246882.7930174563,8.02e-07,1.0992328089999996
46136,7,1,11570.458305853494,8.6427e-05,1.0993192359999997
46136,7,1,577034.0450086555,1.733e-06,1.0993209689999996
46136,7,1,1610305.958132045,6.21e-07,1.0993215899999997
39276,7,1,701.4777329923216,0.001425562,1.1007471519999998
39276,7,1,284414.1069397042,3.516e-06,1.1007506679999999
39276,7,1,1811594.2028985508,5.52e-07,1.1007512199999998
39276,7,1,12268.132299538718,8.1512e-05,1.1008327319999998
39276,7,1,348918.35310537333,2.866e-06,1.1008355979999997
39276,7,1,1512859.30408472,6.61e-07,1.1008362589999998
46136,7,1,150.8720479809322,0.006628133,1.1074643919999998
46136,7,1,501504.5135406219,1.994e-06,1.1074663859999998
46136,7,1,1278772.378516624,7.82e-07,1.107467168
39276,7,1,301.01840546938405,0.003322056,1.110789224
39276,7,1,253356.9799847986,3.947e-06,1.1107931709999999
39276,7,1,744601.6381236038,1.343e-06,1.110794514
39276,7,1,7453.953204081784,0.000134157,1.110928671
39276,7,1,285143.997718848,3.507e-06,1.1109321779999999
39276,7,1,1248439.4506866417,8.01e-07,1.110932979
46136,7,1,187.7357844117346,0.005326635,1.116259614
46136,7,1,232666.35644485807,4.298e-06,1.116263912
46136,7,1,683526.999316473,1.463e-06,1.116265375
46136,7,1,15784.323010386084,6.3354e-05,1.116328729
46136,7,1,514403.29218106996,1.944e-06,1.116330673
46136,7,1,1560062.4024961,6.41e-07,1.116331314
46136,7,1,62.551730280942344,0.015986768,1.132318082
46136,7,1,180180.18018018018,5.55e-06,1.132323632
46136,7,1,697836.7062107467,1.433e-06,1.132325065
46136,7,1,13197.31302706769,7.5773e-05,1.1324008380000001
46136,7,1,382555.4705432288,2.614e-06,1.1324034520000001
46136,7,1,1329787.2340425532,7.52e-07,1.1324042040000002
39276,7,1,3227.6180824075445,0.000309826,1.1327140300000003
39276,7,1,477554.9188156638,2.094e-06,1.1327161240000003
39276,7,1,1814882.0326678767,5.51e-07,1.1327166750000004
39276,7,1,19225.96274008421,5.2013e-05,1.1327686880000003
39276,7,1,1028806.5843621399,9.72e-07,1.1327696600000003
39276,7,1,1468428.7812041116,6.81e-07,1.1327703410000003
39276,7,1,7.166381095935168,0.139540444,1.2723107850000004
39276,7,1,296120.8172934557,3.377e-06,1.2723141620000005
39276,7,1,657030.223390276,1.522e-06,1.2723156840000005
39276,7,1,29856.985041650496,3.3493e-05,1.2723491770000006
39276,7,1,1201923.0769230768,8.32e-07,1.2723500090000006
39276,7,1,1314060.446780552,7.61e-07,1.2723507700000005
46136,7,1,519.3442759172269,0.001925505,1.2742762750000005
46136,7,1,280347.6310625175,3.567e-06,1.2742798420000006
46136,7,1,734214.3906020558,1.362e-06,1.2742812040000004
46136,7,1,21623.024196164075,4.6247e-05,1.2743274510000004
46136,7,1,1312335.9580052495,7.62e-07,1.2743282130000004
46136,7,1,1314060.446780552,7.61e-07,1.2743289740000003
46136,7,1,119.24438648107311,0.008386139,1.2827151130000003
46136,7,1,291036.0884749709,3.436e-06,1.2827185490000004
46136,7,1,486854.917234664,2.054e-06,1.2827206030000005
46136,7,1,19037.103314359687,5.2529e-05,1.2827731320000004
46136,7,1,780031.20124805,1.282e-06,1.2827744140000004
46136,7,1,950570.3422053232,1.052e-06,1.2827754660000004
274245,7,7,6.430709901435415,0.155503827,1.4382792930000003
274245,7,7,253936.00812595224,3.938e-06,1.4382832310000004
274245,7,7,236518.44843897823,4.228e-06,1.4382874590000005
39276,7,1,11.871069125461068,0.084238411,1.5225258700000006
39276,7,1,527983.1045406547,1.894e-06,1.5225277640000006
39276,7,1,1584786.053882726,6.31e-07,1.5225283950000006
34383,7,1,22359.359627940255,4.4724e-05,1.5225731190000007
34383,7,1,2079002.0790020789,4.81e-07,1.5225736000000007
34383,7,1,2493765.5860349126,4.01e-07,1.5225740010000008
39276,7,1,25510.85486874665,3.9199e-05,1.5226132000000008
39276,7,1,594177.0647653,1.683e-06,1.5226148830000008
39276,7,1,1721170.395869191,5.81e-07,1.522615464000001
34383,7,1,25951.78158980614,3.8533e-05,1.5226539970000008
34383,7,1,594177.0647653,1.683e-06,1.5226556800000008
34383,7,1,1919385.7965451058,5.21e-07,1.5226562010000009
58902,7,1,2583.7723593200544,0.000387031,1.523043232000001
58902,7,1,554323.7250554324,1.804e-06,1.523045036000001
58902,7,1,2127659.574468085,4.7e-07,1.523045506000001
58902,7,1,16607.433487228882,6.0214e-05,1.5231057200000009
58902,7,1,688705.2341597796,1.452e-06,1.523107172000001
58902,7,1,1883239.1713747648,5.31e-07,1.5231077030000009
58902,7,1,390.85890462573695,0.002558468,1.5256661710000008
58902,7,1,378071.83364839316,2.645e-06,1.5256688160000007
58902,7,1,1445086.7052023122,6.92e-07,1.5256695080000007
58902,7,1,36262.1024767016,2.7577e-05,1.5256970850000007
58902,7,1,536768.6527106817,1.863e-06,1.5256989480000007
58902,7,1,2217294.9002217297,4.51e-07,1.5256993990000007
58902,7,1,227.77325900940045,0.004390331,1.5300897300000007
58902,7,1,486854.917234664,2.054e-06,1.5300917840000008
58902,7,1,1264222.5031605563,7.91e-07,1.5300925750000007
58902,7,1,46507.30164635848,2.1502e-05,1.5301140770000008
58902,7,1,604960.6775559589,1.653e-06,1.5301157300000008
58902,7,1,1919385.7965451058,5.21e-07,1.5301162510000008
39276,7,1,548.1028789103715,0.001824475,1.5319407260000009
39276,7,1,357781.75313059037,2.795e-06,1.531943521000001
39276,7,1,1584786.053882726,6.31e-07,1.531944152000001
39276,7,1,19456.38850516567,5.1397e-05,1.531995549000001
39276,7,1,499251.12331502745,2.003e-06,1.531997552000001
39276,7,1,1424501.4245014244,7.02e-07,1.531998254000001
58902,7,1,551.4004468549222,0.001813564,1.533811818000001
58902,7,1,494071.14624505927,2.024e-06,1.5338138420000011
58902,7,1,1636661.2111292963,6.11e-07,1.533814453000001
58902,7,1,21026.072329688814,4.756e-05,1.5338620130000011
58902,7,1,688705.2341597796,1.452e-06,1.5338634650000011
58902,7,1,2169197.3969631237,4.61e-07,1.533863926000001
39276,7,1,1026.305229333035,0.000974369,1.534838295000001
39276,7,1,768049.1551459293,1.302e-06,1.534839597000001
39276,7,1,1956947.1624266147,5.11e-07,1.5348401080000011
39276,7,1,23045.722713864307,4.3392e-05,1.5348835000000012
39276,7,1,1406469.7609001407,7.11e-07,1.5348842110000012
39276,7,1,2169197.3969631237,4.61e-07,1.5348846720000011
40278,7,1,30118.667550147584,3.3202e-05,1.5349178740000011
40278,7,1,1510574.0181268882,6.62e-07,1.534918536000001
40278,7,1,2439024.3902439023,4.1e-07,1.534918946000001
40278,7,1,36580.45871895234,2.7337e-05,1.534946283000001
40278,7,1,756429.65204236,1.322e-06,1.5349476050000008
40278,7,1,2036659.8778004071,4.91e-07,1.5349480960000008
40277,7,1,104.3176991354462,0.009586101,1.5445341970000008
40277,7,1,400801.60320641287,2.495e-06,1.5445366920000008
40277,7,1,1329787.2340425532,7.52e-07,1.5445374440000008
40278,7,1,123456.79012345678,8.1e-06,1.5445455440000009
40278,7,1,631711.9393556538,1.583e-06,1.5445471270000009
40278,7,1,1814882.0326678767,5.51e-07,1.544547678000001
40277,7,1,27772.377593245757,3.6007e-05,1.544583685000001
40277,7,1,1919385.7965451058,5.21e-07,1.544584206000001
40277,7,1,2557544.757033248,3.91e-07,1.544584597000001
40278,7,1,215563.6990730761,4.639e-06,1.5445892360000009
39276,7,1,4878048.780487805,2.05e-07,1.544589441000001
40278,7,1,4255319.14893617,2.35e-07,1.5445896760000009
40278,7,1,2624671.916010499,3.81e-07,1.5445900570000008
39276,7,1,28571428.57142857,3.5e-08,1.5445900920000009
39276,7,1,2433090.0243309,4.11e-07,1.544590503000001
39276,7,1,9348.328051527984,0.000106971,1.5446974740000008
39276,7,1,1468428.7812041116,6.81e-07,1.5446981550000007
39276,7,1,2267573.6961451247,4.41e-07,1.5446985960000008
132431,0,1,3671.9886021473785,0.000272332,1.5449709280000008
132431,0,1,430292.59896729776,2.324e-06,1.5449732520000008
132431,0,1,29741.54596555929,3.3623e-05,1.5450068750000008
132429,0,1,24457.651576295648,4.0887e-05,1.5450477620000007
132429,0,1,1536098.3102918586,6.51e-07,1.5450484130000006
132429,0,1,255297.4214960429,3.917e-06,1.5450523300000005
132429,1,4,116455.10655642251,8.587e-06,1.5450609170000005
132429,5,7,29365.988312336653,3.4053e-05,1.5450949700000005
132429,5,7,932835.8208955224,1.072e-06,1.5450960420000006
132429,5,7,405679.51318458415,2.465e-06,1.5450985070000005
8388610,4,4,1093.5702443910782,0.000914436,1.5460129430000005
8388610,4,4,159438.77551020408,6.272e-06,1.5460192150000005
132431,1,1,10878.67019135581,9.1923e-05,1.5461111380000006
132431,1,1,1122334.4556677889,8.91e-07,1.5461120290000006
132431,1,1,496524.3296921549,2.014e-06,1.5461140430000007
132431,1,1,106746.37062339879,9.368e-06,1.5461234110000006
132431,1,1,2320185.614849188,4.31e-07,1.5461238420000005
